#       time                 x_1                 y_1                 z_1                 x_2                 y_2                 z_2
   3.2000000    1.6000000000e+01    1.6000000000e+01    1.9933705446e+01    1.6000000000e+01    1.6000000000e+01    1.2066294529e+01
   3.4000000    1.6000000000e+01    1.6000000000e+01    1.9927173131e+01    1.6000000000e+01    1.6000000000e+01    1.2072826838e+01
   3.6000000    1.6000000000e+01    1.6000000000e+01    1.9920633995e+01    1.6000000000e+01    1.6000000000e+01    1.2079365978e+01
   3.8000000    1.6000000000e+01    1.6000000000e+01    1.9914114327e+01    1.6000000000e+01    1.6000000000e+01    1.2085885669e+01
   4.0000000    1.6000000000e+01    1.6000000000e+01    1.9907640886e+01    1.6000000000e+01    1.6000000000e+01    1.2092359163e+01
   4.2000000    1.6000000000e+01    1.6000000000e+01    1.9901241277e+01    1.6000000000e+01    1.6000000000e+01    1.2098758865e+01
   4.4000000    1.6000000000e+01    1.6000000000e+01    1.9894944506e+01    1.6000000000e+01    1.6000000000e+01    1.2105055771e+01
   4.6000000    1.6000000001e+01    1.6000000001e+01    1.9888781658e+01    1.6000000000e+01    1.6000000000e+01    1.2111218787e+01
   4.8000000    1.6000000002e+01    1.6000000002e+01    1.9882786440e+01    1.6000000001e+01    1.6000000001e+01    1.2117214176e+01
   5.0000000    1.6000000004e+01    1.6000000004e+01    1.9876995215e+01    1.6000000001e+01    1.6000000001e+01    1.2123005520e+01
   5.2000000    1.6000000007e+01    1.6000000007e+01    1.9871446222e+01    1.6000000001e+01    1.6000000001e+01    1.2128554508e+01
   5.4000000    1.6000000010e+01    1.6000000010e+01    1.9866177817e+01    1.6000000001e+01    1.6000000001e+01    1.2133822687e+01
   5.6000000    1.6000000011e+01    1.6000000011e+01    1.9861225823e+01    1.6000000000e+01    1.6000000000e+01    1.2138774140e+01
   5.8000000    1.6000000011e+01    1.6000000011e+01    1.9856620276e+01    1.5999999998e+01    1.5999999998e+01    1.2143378753e+01
   6.0000000    1.6000000006e+01    1.6000000006e+01    1.9852382036e+01    1.5999999995e+01    1.5999999995e+01    1.2147615639e+01
   6.2000000    1.5999999997e+01    1.5999999997e+01    1.9848519725e+01    1.5999999991e+01    1.5999999991e+01    1.2151476231e+01
   6.4000000    1.5999999982e+01    1.5999999982e+01    1.9845027391e+01    1.5999999987e+01    1.5999999987e+01    1.2154966648e+01
   6.6000000    1.5999999960e+01    1.5999999960e+01    1.9841883175e+01    1.5999999984e+01    1.5999999984e+01    1.2158109048e+01
   6.8000000    1.5999999935e+01    1.5999999935e+01    1.9839049154e+01    1.5999999983e+01    1.5999999983e+01    1.2160941785e+01
   7.0000000    1.5999999910e+01    1.5999999910e+01    1.9836472417e+01    1.5999999988e+01    1.5999999988e+01    1.2163518308e+01
   7.2000000    1.5999999890e+01    1.5999999890e+01    1.9834087339e+01    1.6000000001e+01    1.6000000001e+01    1.2165904827e+01
   7.4000000    1.5999999882e+01    1.5999999882e+01    1.9831818933e+01    1.6000000022e+01    1.6000000022e+01    1.2168176876e+01
   7.6000000    1.5999999893e+01    1.5999999893e+01    1.9829587074e+01    1.6000000052e+01    1.6000000052e+01    1.2170414973e+01
   7.8000000    1.5999999929e+01    1.5999999929e+01    1.9827311267e+01    1.6000000089e+01    1.6000000089e+01    1.2172699722e+01
   8.0000000    1.5999999993e+01    1.5999999993e+01    1.9824915608e+01    1.6000000128e+01    1.6000000128e+01    1.2175106720e+01
   8.2000000    1.6000000083e+01    1.6000000083e+01    1.9822333520e+01    1.6000000157e+01    1.6000000157e+01    1.2177701715e+01
   8.4000000    1.6000000190e+01    1.6000000190e+01    1.9819511856e+01    1.6000000165e+01    1.6000000165e+01    1.2180536423e+01
   8.6000000    1.6000000299e+01    1.6000000299e+01    1.9816414020e+01    1.6000000138e+01    1.6000000138e+01    1.2183645396e+01
   8.8000000    1.6000000388e+01    1.6000000388e+01    1.9813021832e+01    1.6000000060e+01    1.6000000060e+01    1.2187044205e+01
   9.0000000    1.6000000432e+01    1.6000000432e+01    1.9809335961e+01    1.5999999921e+01    1.5999999921e+01    1.2190729125e+01
   9.2000000    1.6000000409e+01    1.6000000409e+01    1.9805374946e+01    1.5999999719e+01    1.5999999719e+01    1.2194678315e+01
   9.4000000    1.6000000297e+01    1.6000000297e+01    1.9801172885e+01    1.5999999463e+01    1.5999999463e+01    1.2198854369e+01
   9.6000000    1.6000000085e+01    1.6000000085e+01    1.9796776087e+01    1.5999999179e+01    1.5999999179e+01    1.2203207947e+01
   9.8000000    1.5999999772e+01    1.5999999772e+01    1.9792239030e+01    1.5999998908e+01    1.5999998908e+01    1.2207682120e+01
  10.0000000    1.5999999368e+01    1.5999999368e+01    1.9787620036e+01    1.5999998709e+01    1.5999998709e+01    1.2212216953e+01
  10.2000000    1.5999998890e+01    1.5999998890e+01    1.9782977109e+01    1.5999998652e+01    1.5999998652e+01    1.2216753902e+01
  10.4000000    1.5999998356e+01    1.5999998356e+01    1.9778364281e+01    1.5999998810e+01    1.5999998810e+01    1.2221239605e+01
  10.6000000    1.5999997775e+01    1.5999997775e+01    1.9773828773e+01    1.5999999251e+01    1.5999999251e+01    1.2225628781e+01
  10.8000000    1.5999997128e+01    1.5999997128e+01    1.9769409125e+01    1.6000000021e+01    1.6000000021e+01    1.2229886046e+01
  11.0000000    1.5999996359e+01    1.5999996359e+01    1.9765134331e+01    1.6000001128e+01    1.6000001128e+01    1.2233986630e+01
  11.2000000    1.5999995350e+01    1.5999995350e+01    1.9761023918e+01    1.6000002531e+01    1.6000002531e+01    1.2237916057e+01
  11.4000000    1.5999993915e+01    1.5999993915e+01    1.9757088797e+01    1.6000004123e+01    1.6000004123e+01    1.2241669002e+01
  11.6000000    1.5999991782e+01    1.5999991782e+01    1.9753332652e+01    1.6000005725e+01    1.6000005725e+01    1.2245247560e+01
  11.8000000    1.5999988599e+01    1.5999988599e+01    1.9749753650e+01    1.6000007081e+01    1.6000007081e+01    1.2248659210e+01
  12.0000000    1.5999983934e+01    1.5999983934e+01    1.9746346211e+01    1.6000007866e+01    1.6000007866e+01    1.2251914743e+01
  12.2000000    1.5999977298e+01    1.5999977298e+01    1.9743102651e+01    1.6000007694e+01    1.6000007694e+01    1.2255026368e+01
  12.4000000    1.5999968165e+01    1.5999968165e+01    1.9740014540e+01    1.6000006144e+01    1.6000006144e+01    1.2258006184e+01
  12.6000000    1.5999956014e+01    1.5999956014e+01    1.9737073690e+01    1.6000002780e+01    1.6000002780e+01    1.2260865089e+01
  12.8000000    1.5999940370e+01    1.5999940370e+01    1.9734272739e+01    1.5999997190e+01    1.5999997190e+01    1.2263612171e+01
  13.0000000    1.5999920846e+01    1.5999920846e+01    1.9731605347e+01    1.5999989011e+01    1.5999989011e+01    1.2266254540e+01
  13.2000000    1.5999897189e+01    1.5999897189e+01    1.9729066074e+01    1.5999977965e+01    1.5999977965e+01    1.2268797521e+01
  13.4000000    1.5999869316e+01    1.5999869316e+01    1.9726650032e+01    1.5999963888e+01    1.5999963888e+01    1.2271245097e+01
  13.6000000    1.5999837338e+01    1.5999837338e+01    1.9724352397e+01    1.5999946747e+01    1.5999946747e+01    1.2273600492e+01
  13.8000000    1.5999801579e+01    1.5999801579e+01    1.9722167912e+01    1.5999926655e+01    1.5999926655e+01    1.2275866771e+01
  14.0000000    1.5999762565e+01    1.5999762565e+01    1.9720090435e+01    1.5999903876e+01    1.5999903876e+01    1.2278047368e+01
  14.2000000    1.5999721017e+01    1.5999721017e+01    1.9718112636e+01    1.5999878813e+01    1.5999878813e+01    1.2280146469e+01
  14.4000000    1.5999677810e+01    1.5999677810e+01    1.9716225857e+01    1.5999851992e+01    1.5999851992e+01    1.2282169227e+01
  14.6000000    1.5999633935e+01    1.5999633935e+01    1.9714420166e+01    1.5999824041e+01    1.5999824041e+01    1.2284121784e+01
  14.8000000    1.5999590446e+01    1.5999590446e+01    1.9712684596e+01    1.5999795652e+01    1.5999795652e+01    1.2286011122e+01
  15.0000000    1.5999548403e+01    1.5999548403e+01    1.9711007540e+01    1.5999767554e+01    1.5999767554e+01    1.2287844787e+01
  15.2000000    1.5999508826e+01    1.5999508826e+01    1.9709377250e+01    1.5999740469e+01    1.5999740469e+01    1.2289630517e+01
  15.4000000    1.5999472638e+01    1.5999472638e+01    1.9707782408e+01    1.5999715082e+01    1.5999715082e+01    1.2291375834e+01
  15.6000000    1.5999440634e+01    1.5999440634e+01    1.9706212688e+01    1.5999692006e+01    1.5999692006e+01    1.2293087648e+01
  15.8000000    1.5999413446e+01    1.5999413446e+01    1.9704659282e+01    1.5999671761e+01    1.5999671761e+01    1.2294771904e+01
  16.0000000    1.5999391535e+01    1.5999391535e+01    1.9703115316e+01    1.5999654750e+01    1.5999654750e+01    1.2296433318e+01
  16.2000000    1.5999375185e+01    1.5999375185e+01    1.9701576148e+01    1.5999641249e+01    1.5999641249e+01    1.2298075221e+01
  16.4000000    1.5999364510e+01    1.5999364510e+01    1.9700039492e+01    1.5999631409e+01    1.5999631409e+01    1.2299699516e+01
  16.6000000    1.5999359476e+01    1.5999359476e+01    1.9698505391e+01    1.5999625256e+01    1.5999625256e+01    1.2301306754e+01
  16.8000000    1.5999359923e+01    1.5999359923e+01    1.9696976019e+01    1.5999622708e+01    1.5999622708e+01    1.2302896317e+01
  17.0000000    1.5999365592e+01    1.5999365592e+01    1.9695455341e+01    1.5999623597e+01    1.5999623597e+01    1.2304466690e+01
  17.2000000    1.5999376159e+01    1.5999376159e+01    1.9693948678e+01    1.5999627684e+01    1.5999627684e+01    1.2306015802e+01
  17.4000000    1.5999391258e+01    1.5999391258e+01    1.9692462189e+01    1.5999634693e+01    1.5999634693e+01    1.2307541393e+01
  17.6000000    1.5999410508e+01    1.5999410508e+01    1.9691002346e+01    1.5999644331e+01    1.5999644331e+01    1.2309041389e+01
  17.8000000    1.5999433533e+01    1.5999433533e+01    1.9689575431e+01    1.5999656311e+01    1.5999656311e+01    1.2310514244e+01
  18.0000000    1.5999459976e+01    1.5999459976e+01    1.9688187104e+01    1.5999670369e+01    1.5999670369e+01    1.2311959213e+01
  18.2000000    1.5999489512e+01    1.5999489512e+01    1.9686842071e+01    1.5999686277e+01    1.5999686277e+01    1.2313376546e+01
  18.4000000    1.5999521856e+01    1.5999521856e+01    1.9685543874e+01    1.5999703850e+01    1.5999703850e+01    1.2314767565e+01
  18.6000000    1.5999556759e+01    1.5999556759e+01    1.9684294805e+01    1.5999722946e+01    1.5999722946e+01    1.2316134635e+01
  18.8000000    1.5999594014e+01    1.5999594014e+01    1.9683095940e+01    1.5999743460e+01    1.5999743460e+01    1.2317481010e+01
  19.0000000    1.5999633450e+01    1.5999633450e+01    1.9681947266e+01    1.5999765319e+01    1.5999765319e+01    1.2318810590e+01
  19.2000000    1.5999674922e+01    1.5999674922e+01    1.9680847874e+01    1.5999788470e+01    1.5999788470e+01    1.2320127592e+01
  19.4000000    1.5999718308e+01    1.5999718308e+01    1.9679796189e+01    1.5999812866e+01    1.5999812866e+01    1.2321436168e+01
  19.6000000    1.5999763492e+01    1.5999763492e+01    1.9678790192e+01    1.5999838456e+01    1.5999838456e+01    1.2322740022e+01
  19.8000000    1.5999810353e+01    1.5999810353e+01    1.9677827611e+01    1.5999865173e+01    1.5999865173e+01    1.2324042036e+01
  20.0000000    1.5999858751e+01    1.5999858751e+01    1.9676906063e+01    1.5999892925e+01    1.5999892925e+01    1.2325343962e+01
  20.2000000    1.5999908509e+01    1.5999908509e+01    1.9676023130e+01    1.5999921585e+01    1.5999921585e+01    1.2326646199e+01
  20.4000000    1.5999959403e+01    1.5999959403e+01    1.9675176369e+01    1.5999950991e+01    1.5999950991e+01    1.2327947669e+01
  20.6000000    1.6000011152e+01    1.6000011152e+01    1.9674363277e+01    1.5999980938e+01    1.5999980938e+01    1.2329245817e+01
  20.8000000    1.6000063408e+01    1.6000063408e+01    1.9673581215e+01    1.6000011183e+01    1.6000011183e+01    1.2330536723e+01
  21.0000000    1.6000115765e+01    1.6000115765e+01    1.9672827328e+01    1.6000041451e+01    1.6000041451e+01    1.2331815318e+01
  21.2000000    1.6000167763e+01    1.6000167763e+01    1.9672098479e+01    1.6000071443e+01    1.6000071443e+01    1.2333075687e+01
  21.4000000    1.6000218907e+01    1.6000218907e+01    1.9671391216e+01    1.6000100853e+01    1.6000100853e+01    1.2334311429e+01
  21.6000000    1.6000268692e+01    1.6000268692e+01    1.9670701794e+01    1.6000129382e+01    1.6000129382e+01    1.2335516053e+01
  21.8000000    1.6000316635e+01    1.6000316635e+01    1.9670026264e+01    1.6000156763e+01    1.6000156763e+01    1.2336683364e+01
  22.0000000    1.6000362307e+01    1.6000362307e+01    1.9669360603e+01    1.6000182780e+01    1.6000182780e+01    1.2337807831e+01
  22.2000000    1.6000405364e+01    1.6000405364e+01    1.9668700917e+01    1.6000207294e+01    1.6000207294e+01    1.2338884902e+01
  22.4000000    1.6000445578e+01    1.6000445578e+01    1.9668043651e+01    1.6000230259e+01    1.6000230259e+01    1.2339911248e+01
  22.6000000    1.6000482851e+01    1.6000482851e+01    1.9667385831e+01    1.6000251736e+01    1.6000251736e+01    1.2340884932e+01
  22.8000000    1.6000517226e+01    1.6000517226e+01    1.9666725275e+01    1.6000271894e+01    1.6000271894e+01    1.2341805499e+01
  23.0000000    1.6000548872e+01    1.6000548872e+01    1.9666060778e+01    1.6000291002e+01    1.6000291002e+01    1.2342673979e+01
  23.2000000    1.6000578063e+01    1.6000578063e+01    1.9665392236e+01    1.6000309403e+01    1.6000309403e+01    1.2343492831e+01
  23.4000000    1.6000605134e+01    1.6000605134e+01    1.9664720702e+01    1.6000327483e+01    1.6000327483e+01    1.2344265824e+01
  23.6000000    1.6000630424e+01    1.6000630424e+01    1.9664048362e+01    1.6000345611e+01    1.6000345611e+01    1.2344997878e+01
  23.8000000    1.6000654210e+01    1.6000654210e+01    1.9663378438e+01    1.6000364084e+01    1.6000364084e+01    1.2345694876e+01
  24.0000000    1.6000676638e+01    1.6000676638e+01    1.9662715011e+01    1.6000383056e+01    1.6000383056e+01    1.2346363463e+01
  24.2000000    1.6000697647e+01    1.6000697647e+01    1.9662062791e+01    1.6000402471e+01    1.6000402471e+01    1.2347010835e+01
  24.4000000    1.6000716917e+01    1.6000716917e+01    1.9661426837e+01    1.6000422004e+01    1.6000422004e+01    1.2347644537e+01
  24.6000000    1.6000733819e+01    1.6000733819e+01    1.9660812251e+01    1.6000441012e+01    1.6000441012e+01    1.2348272262e+01
  24.8000000    1.6000747398e+01    1.6000747398e+01    1.9660223867e+01    1.6000458513e+01    1.6000458513e+01    1.2348901643e+01
  25.0000000    1.6000756383e+01    1.6000756383e+01    1.9659665945e+01    1.6000473193e+01    1.6000473193e+01    1.2349540061e+01
  25.2000000    1.6000759229e+01    1.6000759229e+01    1.9659141900e+01    1.6000483443e+01    1.6000483443e+01    1.2350194432e+01
  25.4000000    1.6000754196e+01    1.6000754196e+01    1.9658654078e+01    1.6000487435e+01    1.6000487435e+01    1.2350870998e+01
  25.6000000    1.6000739455e+01    1.6000739455e+01    1.9658203577e+01    1.6000483228e+01    1.6000483228e+01    1.2351575097e+01
  25.8000000    1.6000713229e+01    1.6000713229e+01    1.9657790146e+01    1.6000468908e+01    1.6000468908e+01    1.2352310941e+01
  26.0000000    1.6000673943e+01    1.6000673943e+01    1.9657412142e+01    1.6000442744e+01    1.6000442744e+01    1.2353081389e+01
  26.2000000    1.6000620391e+01    1.6000620391e+01    1.9657066566e+01    1.6000403353e+01    1.6000403353e+01    1.2353887742e+01
  26.4000000    1.6000551888e+01    1.6000551888e+01    1.9656749160e+01    1.6000349864e+01    1.6000349864e+01    1.2354729568e+01
  26.6000000    1.6000468411e+01    1.6000468411e+01    1.9656454569e+01    1.6000282057e+01    1.6000282057e+01    1.2355604591e+01
