#       time         integral Re         integral Im         integral Re         integral Im
#       r =            16.000000           16.000000           32.000000           32.000000
  55.7000000   -8.6996247402e-04   -1.4742427872e-19    1.9433024909e-04    3.2324447792e-20
  55.8000000   -9.0749569974e-04   -1.3670841961e-19    2.7722215517e-04    9.7702531858e-21
  55.9000000   -9.4084791962e-04   -7.7998610364e-20    3.5551365272e-04   -2.0080861735e-20
  56.0000000   -9.6937092502e-04   -9.4477252211e-20    4.2831604122e-04   -9.0758118439e-20
  56.1000000   -9.9246036536e-04   -8.8914522696e-20    4.9481863216e-04   -1.3046956272e-19
  56.2000000   -1.0095672755e-03   -2.7363218294e-20    5.5429671761e-04   -9.7448905203e-20
  56.3000000   -1.0202088432e-03   -7.1333955264e-20    6.0611862589e-04   -1.9420876305e-19
  56.4000000   -1.0239783575e-03   -2.4651888455e-20    6.4975035440e-04   -1.8428394055e-19
  56.5000000   -1.0205540648e-03   -1.1130143407e-20    6.8475978168e-04   -1.5541910871e-19
  56.6000000   -1.0097067266e-03    4.4816412049e-20    7.1081922426e-04   -2.1093653064e-19
  56.7000000   -9.9130564914e-04    8.3724756436e-20    7.2770699912e-04   -1.8772056885e-19
  56.8000000   -9.6532325610e-04    1.1601243454e-19    7.3530805003e-04   -2.0680242858e-19
  56.9000000   -9.3183784666e-04    9.4678696064e-20    7.3361354722e-04   -2.2243202973e-19
  57.0000000   -8.9103458282e-04    1.3758141475e-19    7.2271931452e-04   -1.9814301706e-19
  57.1000000   -8.4320484614e-04    1.9374113976e-19    7.0282392462e-04   -2.4999109043e-19
  57.2000000   -7.8874376458e-04    1.7901435661e-19    6.7422562397e-04   -2.6650154828e-19
  57.3000000   -7.2814602982e-04    2.3617640533e-19    6.3731842415e-04   -1.8848702640e-19
  57.4000000   -6.6200007871e-04    1.6938850734e-19    5.9258745690e-04   -2.4545550571e-19
  57.5000000   -5.9098067063e-04    2.6507333256e-19    5.4060476646e-04   -3.1949425040e-19
  57.6000000   -5.1584008441e-04    2.4499023858e-19    4.8202337210e-04   -7.2986813144e-20
  57.7000000   -4.3739792601e-04    2.5815772644e-19    4.1757046318e-04   -2.1108342450e-19
  57.8000000   -3.5652988884e-04    2.3829291832e-19    3.4804040206e-04   -1.3581775521e-19
  57.9000000   -2.7415563465e-04    2.5252841197e-19    2.7428652831e-04   -1.7875267617e-19
  58.0000000   -1.9122583696e-04    2.5479665934e-19    1.9721275132e-04   -9.8373580204e-20
  58.1000000   -1.0870868158e-04    2.7356056939e-19    1.1776453398e-04    2.7563596943e-22
  58.2000000   -2.7576144738e-05    2.8402809668e-19    3.6919326387e-05   -3.2223672347e-20
  58.3000000    5.1209856868e-05    2.5885706676e-19   -4.4323695120e-05    1.8167541531e-20
  58.4000000    1.2671120238e-04    2.4775555861e-19   -1.2495427480e-04   -5.3602638417e-20
  58.5000000    1.9802694724e-04    2.0136916605e-19   -2.0396224364e-04    2.5499009687e-20
  58.6000000    2.6430619778e-04    1.9038960524e-19   -2.8034947808e-04    1.2602211835e-19
  58.7000000    3.2476016061e-04    1.7275793010e-19   -3.5314124516e-04    5.5994766619e-20
  58.8000000    3.7867331097e-04    1.3922672393e-19   -4.2139820200e-04    7.4071558541e-20
  58.9000000    4.2541341960e-04    1.2986502716e-19   -4.8422819765e-04    2.8345150443e-20
  59.0000000    4.6444041595e-04    1.1467594883e-19   -5.4079808519e-04    1.9615337693e-19
  59.1000000    4.9531394714e-04    6.0518192314e-20   -5.9034469622e-04    2.0381499814e-19
  59.2000000    5.1769944192e-04    1.4917246193e-20   -6.3218521184e-04    1.8198485589e-19
  59.3000000    5.3137271122e-04    3.2244344278e-20   -6.6572662062e-04    1.7423078077e-19
  59.4000000    5.3622313741e-04   -4.8831460852e-20   -6.9047478458e-04    1.6413993090e-19
  59.5000000    5.3225532215e-04   -4.5801488571e-20   -7.0604132576e-04    1.5568148420e-19
  59.6000000    5.1958929928e-04   -1.1890878651e-19   -7.1214931753e-04    2.2448322005e-19
  59.7000000    4.9845917115e-04   -1.3206529216e-19   -7.0863777537e-04    1.1854495720e-19
  59.8000000    4.6921032104e-04   -1.5512133501e-19   -6.9546418111e-04    1.7211082879e-19
  59.9000000    4.3229534245e-04   -1.6794542507e-19   -6.7270553531e-04    1.7373171073e-19
  60.0000000    3.8826862703e-04   -2.1626978583e-19   -6.4055756858e-04    1.9783579239e-19
  60.1000000    3.3777962282e-04   -2.8315670092e-19   -5.9933219846e-04    1.1580652013e-19
  60.2000000    2.8156501325e-04   -2.2098814944e-19   -5.4945358750e-04    2.4247663751e-19
  60.3000000    2.2043978611e-04   -2.5596937941e-19   -4.9145283196e-04    1.4259240449e-19
  60.4000000    1.5528717987e-04   -3.1259137491e-19   -4.2596099148e-04    8.6336237333e-20
  60.5000000    8.7047822792e-05   -3.0712851660e-19   -3.5370131406e-04    1.9197434072e-19
  60.6000000    1.6707973470e-05   -3.0335038976e-19   -2.7548010054e-04    3.5289027425e-20
  60.7000000   -5.4713025938e-05   -3.3106392736e-19   -1.9217690421e-04    1.0075016127e-19
  60.8000000   -1.2617595335e-04   -3.4795467948e-19   -1.0473423798e-04    6.1215964034e-20
  60.9000000   -1.9663544673e-04   -3.1738903338e-19   -1.4146834837e-05    5.3413714443e-20
  61.0000000   -2.6505413153e-04   -2.7803785956e-19    7.8549786879e-05   -5.0321676394e-20
  61.1000000   -3.3041700056e-04   -2.8160229191e-19    1.7229072545e-04   -1.6980061234e-20
  61.2000000   -3.9174576985e-04   -2.9757957120e-19    2.6599263934e-04   -4.4656586567e-20
  61.3000000   -4.4811306741e-04   -2.8016029897e-19    3.5856520254e-04   -1.6331217560e-20
  61.4000000   -4.9865627343e-04   -2.4346062257e-19    4.4892213388e-04   -3.6885380305e-20
  61.5000000   -5.4259065183e-04   -2.2269153580e-19    5.3599159958e-04   -2.2210163592e-20
  61.6000000   -5.7922174623e-04   -2.0048109374e-19    6.1872657853e-04   -1.1059904970e-19
  61.7000000   -6.0795659565e-04   -1.6903535282e-19    6.9611503401e-04   -1.1968594425e-19
  61.8000000   -6.2831356994e-04   -1.2252139847e-19    7.6718942663e-04   -8.2405742771e-20
  61.9000000   -6.3993069648e-04   -1.1620061131e-19    8.3103574139e-04   -1.2616413156e-19
  62.0000000   -6.4257223864e-04   -8.8713841790e-20    8.8680184635e-04   -7.8537328109e-20
  62.1000000   -6.3613323553e-04    2.2634989522e-20    9.3370569476e-04   -1.1111441520e-19
  62.2000000   -6.2064192858e-04   -3.6406384253e-20    9.7104301543e-04   -1.4328036771e-19
  62.3000000   -5.9626002980e-04    6.8109066262e-20    9.9819421262e-04   -1.4411666608e-19
  62.4000000   -5.6328086634e-04    3.3678327832e-20    1.0146312341e-03   -9.3251288790e-20
  62.5000000   -5.2212521710e-04    9.8214228436e-20    1.0199233144e-03   -1.3598730973e-19
  62.6000000   -4.7333499138e-04    6.9619771042e-20    1.0137427410e-03   -1.3865418557e-19
  62.7000000   -4.1756484836e-04    2.5054532953e-19    9.9586985393e-04   -1.2014782176e-19
  62.8000000   -3.5557195994e-04    2.2647370747e-19    9.6619762859e-04   -8.3119833636e-20
  62.9000000   -2.8820403891e-04    1.9307824619e-19    9.2473598376e-04   -5.1009424023e-20
  63.0000000   -2.1638585215e-04    2.3716844387e-19    8.7161498439e-04   -2.5280463705e-20
  63.1000000   -1.4110451631e-04    1.9222693072e-19    8.0708691931e-04   -2.9508664310e-20
  63.2000000   -6.3393965438e-05    1.9082775806e-19    7.3152773527e-04   -6.3298087742e-20
  63.3000000    1.5681312095e-05    2.8059987333e-19    6.4543746969e-04   -2.8385806300e-20
  63.4000000    9.5042793918e-05    2.6990335772e-19    5.4943924094e-04   -1.1506306607e-20
  63.5000000    1.7361452887e-04    2.5995729018e-19    4.4427695204e-04   -2.2188861602e-20
  63.6000000    2.5033938373e-04    2.3675961822e-19    3.3081136142e-04   -7.5317369594e-21
  63.7000000    3.2419480296e-04    2.4931864457e-19    2.1001450040e-04   -3.4170751508e-20
  63.8000000    3.9420765801e-04    2.6382267769e-19    8.2961922979e-05    5.4766011822e-20
  63.9000000    4.5946812610e-04    2.9274213206e-19   -4.9176415592e-05    1.1538771408e-19
  64.0000000    5.1914233210e-04    2.1035367313e-19   -1.8514750224e-04    6.1621148993e-20
  64.1000000    5.7248353265e-04    1.9254097738e-19   -3.2362763282e-04    3.6715729181e-20
  64.2000000    6.1884168181e-04    1.6593728736e-19   -4.6323739934e-04    5.9741048362e-20
  64.3000000    6.5767148727e-04    1.9217377087e-19   -6.0255797124e-04    2.7777949920e-20
  64.4000000    6.8853870879e-04    1.5431340669e-19   -7.4014766572e-04    8.0415062346e-20
  64.5000000    7.1112475095e-04    1.0313509057e-19   -8.7456014967e-04    1.4274143844e-19
  64.6000000    7.2522952426e-04    1.6239382842e-19   -1.0043636842e-03    1.1117812244e-19
  64.7000000    7.3077262429e-04    7.3545156188e-20   -1.1281607204e-03    9.5840499780e-20
  64.8000000    7.2779293857e-04    3.5368384235e-20   -1.2446067112e-03    1.1178755644e-19
  64.9000000    7.1644648519e-04    2.0567101799e-20   -1.3524286208e-03    7.1886522861e-20
  65.0000000    6.9700284197e-04   -2.8165177811e-20   -1.4504431346e-03    1.0933282040e-19
  65.1000000    6.6984005913e-04    1.8918399581e-21   -1.5375740123e-03    1.1423842349e-19
  65.2000000    6.3543816570e-04   -2.8983390561e-20   -1.6128674981e-03    1.1447671773e-19
  65.3000000    5.9437152078e-04   -4.5686206777e-20   -1.6755063762e-03    1.6139549505e-19
  65.4000000    5.4730007150e-04   -1.5433906940e-19   -1.7248222843e-03    1.3275030335e-19
  65.5000000    4.9495960581e-04   -1.5615586503e-19   -1.7603062407e-03    3.3349215974e-20
  65.6000000    4.3815121701e-04   -1.4831075962e-19   -1.7816168001e-03    6.1367297870e-20
  65.7000000    3.7773000254e-04   -1.9869743365e-19   -1.7885853985e-03    1.3433387134e-19
  65.8000000    3.1459324909e-04   -1.9687497427e-19   -1.7812206724e-03    4.4737141749e-20
  65.9000000    2.4966838388e-04   -2.0822140861e-19   -1.7597086825e-03    5.5896374430e-20
  66.0000000    1.8390055357e-04   -2.7068566547e-19   -1.7244115716e-03    4.6672062009e-20
  66.1000000    1.1824021490e-04   -2.0674113041e-19   -1.6758640117e-03    3.9677707307e-20
  66.2000000    5.3630826610e-05   -2.4060111874e-19   -1.6147666838e-03    2.6585705318e-20
  66.3000000   -9.0032224651e-06   -2.4135409830e-19   -1.5419776324e-03    2.4484656981e-20
  66.4000000   -6.8768209397e-05   -2.3506810973e-19   -1.4585011092e-03    3.6661262653e-20
  66.5000000   -1.2481209874e-04   -2.7747019303e-19   -1.3654738880e-03   -4.2978225398e-20
  66.6000000   -1.7633487664e-04   -2.5627130880e-19   -1.2641499063e-03   -8.0987640125e-20
  66.7000000   -2.2259796274e-04   -2.6305165266e-19   -1.1558831036e-03   -1.9985891222e-20
  66.8000000   -2.6293265072e-04   -2.8968374611e-19   -1.0421065769e-03   -1.1051282141e-19
  66.9000000   -2.9674767255e-04   -2.2409734919e-19   -9.2431342185e-04   -1.6689282961e-19
  67.0000000   -3.2353571069e-04   -2.2838230775e-19   -8.0403419512e-04   -1.0731951868e-19
  67.1000000   -3.4287859171e-04   -2.1184785669e-19   -6.8281421059e-04   -1.1729967711e-19
  67.2000000   -3.5445134303e-04   -2.7494577599e-19   -5.6219114635e-04   -9.9066609748e-20
  67.3000000   -3.5802521674e-04   -1.5406816512e-19   -4.4367256719e-04   -2.0639880058e-19
  67.4000000   -3.5346953165e-04   -2.7256474999e-19   -3.2871307434e-04   -1.9605186961e-19
  67.5000000   -3.4075223295e-04   -1.6942316255e-19   -2.1869294009e-04   -1.1446394483e-19
  67.6000000   -3.1993932188e-04   -1.5771819506e-19   -1.1489947089e-04   -1.3305726598e-19
  67.7000000   -2.9119338924e-04   -1.1349452324e-19   -1.8508718973e-05   -1.2176454008e-19
  67.8000000   -2.5477097786e-04   -9.1280582063e-20    6.9429771080e-05   -2.3440910426e-19
  67.9000000   -2.1101891008e-04   -7.8429579525e-20    1.4800600836e-04   -1.8213016845e-19
  68.0000000   -1.6036973124e-04   -6.7210596501e-20    2.1646016544e-04   -2.0140631883e-19
  68.1000000   -1.0333620729e-04   -4.8394836361e-20    2.7419022515e-04   -8.2712889262e-20
  68.2000000   -4.0504917542e-05   -2.8610098385e-20    3.2075705320e-04   -1.8872679610e-19
  68.3000000    2.7470821575e-05    8.6755262814e-20    3.5588679081e-04   -1.3526032581e-19
  68.4000000    9.9878810498e-05   -6.5323669338e-21    3.7947089238e-04   -1.2086935885e-20
  68.5000000    1.7595646373e-04    9.4161190381e-20    3.9156354143e-04   -6.6972728000e-20
  68.6000000    2.5489985301e-04    1.6840796116e-19    3.9237692903e-04   -1.1639005350e-19
  68.7000000    3.3587315541e-04    5.7045654976e-20    3.8227447567e-04   -7.8563494683e-20
  68.8000000    4.1801846270e-04    1.4850840993e-19    3.6176299285e-04   -6.6494461082e-20
  68.9000000    5.0046581450e-04    1.0711716338e-19    3.3148299386e-04    2.3933980081e-20
  69.0000000    5.8234318172e-04    1.5527849824e-19    2.9219778355e-04   -1.1016570583e-19
  69.1000000    6.6278644216e-04    1.5070254134e-19    2.4478177334e-04    3.0606740611e-20
  69.2000000    7.4094910298e-04    1.5366936741e-19    1.9020753931e-04    4.6739068570e-20
  69.3000000    8.1601168922e-04    1.6542392285e-19    1.2953236641e-04    4.3390197492e-20
  69.4000000    8.8719060755e-04    2.3630082985e-19    6.3883924998e-05    9.1342604804e-20
  69.5000000    9.5374640280e-04    2.0884830050e-19   -5.5546607680e-06    3.4678080766e-20
  69.6000000    1.0149912765e-03    1.6336564913e-19   -7.7560440410e-05    1.1098141536e-20
  69.7000000    1.0702958602e-03    2.2408349894e-19   -1.5088666591e-04    1.0470823172e-19
  69.8000000    1.1190950413e-03    2.1101392861e-19   -2.2427941526e-04    1.4299546546e-19
  69.9000000    1.1608928750e-03    1.0601960514e-19   -2.9649469244e-04    7.1202576918e-20
  70.0000000    1.1952664791e-03    1.8031364753e-19   -3.6631564327e-04    1.3554910434e-19
  70.1000000    1.2218689430e-03    1.9925742110e-19   -4.3256994308e-04    8.0744314080e-20
  70.2000000    1.2404312250e-03    1.2653536673e-19   -4.9414766454e-04    1.2283731670e-19
  70.3000000    1.2507630032e-03    1.6469929000e-19   -5.5001815647e-04    1.3421538928e-19
  70.4000000    1.2527527208e-03    7.2146409507e-20   -5.9924688638e-04    1.4854763171e-19
  70.5000000    1.2463667092e-03    1.9565777767e-19   -6.4101116522e-04    9.5857320614e-20
  70.6000000    1.2316473712e-03    1.1861519787e-19   -6.7461475362e-04    1.7224533754e-19
  70.7000000    1.2087106420e-03    1.1404585863e-19   -6.9950101014e-04    1.8305489852e-19
  70.8000000    1.1777427258e-03    4.4562167892e-20   -7.1526444263e-04    1.3117631120e-19
  70.9000000    1.1389962171e-03    2.4287903340e-20   -7.2166007737e-04    1.3823182945e-19
  71.0000000    1.0927856948e-03    6.7817157775e-20   -7.1861020988e-04    1.4749434313e-19
  71.1000000    1.0394829019e-03   -4.1676145211e-20   -7.0620871932e-04    1.5090890055e-19
  71.2000000    9.7951148596e-04   -4.6127601652e-21   -6.8472244376e-04    7.0436351646e-20
  71.3000000    9.1334148402e-04    9.0369236656e-22   -6.5458946325e-04    1.3287846702e-19
  71.4000000    8.4148366503e-04   -3.7355886490e-20   -6.1641449681e-04    1.0930320075e-19
  71.5000000    7.6448383794e-04   -7.6831164423e-20   -5.7096173749e-04    1.4567946767e-19
  71.6000000    6.8291705585e-04   -9.5056374369e-20   -5.1914332430e-04    8.4560857000e-20
  71.7000000    5.9738196518e-04   -7.1699254519e-20   -4.6200416330e-04    1.5140884796e-20
  71.8000000    5.0849527906e-04   -7.1132579786e-20   -4.0070511232e-04    5.6644566987e-21
  71.9000000    4.1688645594e-04   -1.9944967178e-20   -3.3650312693e-04   -1.2087037278e-19
  72.0000000    3.2319260831e-04   -8.0166331382e-20   -2.7072867774e-04    2.4399545781e-20
  72.1000000    2.2805374473e-04   -2.8557429129e-20   -2.0476140470e-04   -1.1199147188e-19
  72.2000000    1.3210833036e-04   -7.2471707902e-20   -1.4000408276e-04    4.7842838658e-20
  72.3000000    3.5989109635e-05   -3.6751033144e-21   -7.7855209220e-05    3.1771104466e-21
  72.4000000   -5.9680705717e-05    8.4273990583e-21   -1.9681518300e-05   -3.7352598743e-20
  72.5000000   -1.5429083379e-04   -7.5897212381e-20    3.3209428426e-05   -1.3181591617e-19
  72.6000000   -2.4724700904e-04   -2.8969404708e-20    7.9596586949e-05   -1.6260974742e-19
  72.7000000   -3.3797377949e-04    1.0827491624e-19    1.1837111026e-04   -1.4927935554e-19
  72.8000000   -4.2591693827e-04   -4.7959914121e-21    1.4855975535e-04   -1.0854289846e-19
  72.9000000   -5.1054572183e-04   -1.8712804495e-20    1.6934604142e-04   -1.8502011168e-19
  73.0000000   -5.9135477737e-04    2.9405114550e-20    1.8008939431e-04   -6.8181324467e-20
  73.1000000   -6.6786581645e-04    1.9333215367e-19    1.8033940961e-04   -1.4549493739e-19
  73.2000000   -7.3962921729e-04    1.1378877422e-19    1.6984670027e-04   -2.4080886112e-19
  73.3000000   -8.0622543191e-04    1.3629520346e-19    1.4856980087e-04   -6.3393702160e-20
  73.4000000   -8.6726632085e-04    1.6953250806e-19    1.1667741902e-04   -1.2590749325e-19
  73.5000000   -9.2239640745e-04    1.3286151502e-19    7.4546996138e-05   -1.1933145270e-19
  73.6000000   -9.7129404809e-04    1.1924145761e-19    2.2758622369e-05   -2.2190744422e-19
  73.7000000   -1.0136726559e-03    6.1098704107e-20   -3.7915383622e-05   -1.1695629291e-19
  73.8000000   -1.0492819548e-03    1.7289609572e-19   -1.0652406723e-04   -1.5668224916e-19
  73.9000000   -1.0779092271e-03    1.9108594973e-19   -1.8195542524e-04   -1.6055567651e-19
  74.0000000   -1.0993806487e-03    1.1448913332e-19   -2.6295683334e-04   -1.2515294476e-19
  74.1000000   -1.1135626885e-03    2.3798625047e-19   -3.4815777473e-04   -9.9792709951e-20
  74.2000000   -1.1203634884e-03    1.8993680613e-19   -4.3609471664e-04   -5.2912709278e-20
  74.3000000   -1.1197343032e-03    1.7242585119e-19   -5.2523761097e-04   -1.3305012740e-19
  74.4000000   -1.1116710020e-03    1.3559887023e-19   -6.1401760718e-04   -1.1661387837e-20
  74.5000000   -1.0962155307e-03    8.7920850104e-20   -7.0085476330e-04   -3.9114565963e-20
  74.6000000   -1.0734572114e-03    5.2594225462e-20   -7.8418563109e-04   -4.3419280235e-20
  74.7000000   -1.0435339546e-03   -1.9766327259e-20   -8.6249055939e-04   -7.7113299340e-20
  74.8000000   -1.0066332508e-03    1.7694085134e-20   -9.3431992774e-04   -2.2004516133e-20
  74.9000000   -9.6299292060e-04   -1.0136618700e-19   -9.9831880908e-04    4.0934054366e-21
  75.0000000   -9.1290147501e-04   -4.2038186934e-20   -1.0532496412e-03    1.1217295727e-19
  75.1000000   -8.5669815317e-04   -5.9529086433e-20   -1.0980129661e-03   -1.0602102302e-20
  75.2000000   -7.9477241621e-04   -1.1648877215e-19   -1.1316648743e-03    9.9711425696e-20
  75.3000000   -7.2756296235e-04   -2.5227270999e-19   -1.1534322537e-03    1.8926317423e-19
  75.4000000   -6.5555620421e-04   -1.9358926961e-19   -1.1627251037e-03    6.9849789356e-20
  75.5000000   -5.7928416534e-04   -2.6620796553e-19   -1.1591457648e-03    1.1951842111e-19
  75.6000000   -4.9932177860e-04   -2.8301341352e-19   -1.1424945520e-03    2.0296699910e-19
  75.7000000   -4.1628354073e-04   -2.5312558793e-19   -1.1127719840e-03    1.4090031328e-19
  75.8000000   -3.3081972523e-04   -3.5507008158e-19   -1.0701778987e-03    1.3624986157e-19
  75.9000000   -2.4361188570e-04   -4.0429443923e-19   -1.0151069690e-03    1.3615032147e-19
  76.0000000   -1.5536777775e-04   -4.1191649443e-19   -9.4814109889e-04    2.3111026280e-19
  76.1000000   -6.6815881317e-05   -4.1576714297e-19   -8.7003904424e-04    2.5923951541e-19
  76.2000000    2.1300490427e-05   -4.4817813775e-19   -7.8172221842e-04    2.4893896456e-19
  76.3000000    1.0822959307e-04   -4.4347569211e-19   -6.8425863583e-04    2.2708262682e-19
  76.4000000    1.9321787337e-04   -3.9662531096e-19   -5.7884448912e-04    1.4936759759e-19
  76.5000000    2.7551673488e-04   -4.8372516837e-19   -4.6678405460e-04    2.5743343564e-19
  76.6000000    3.5438973191e-04   -3.9195913944e-19   -3.4946826956e-04    2.6114275215e-19
  76.7000000    4.2911971294e-04   -3.3893655242e-19   -2.2835194041e-04    3.0876761320e-19
  76.8000000    4.9901590650e-04   -3.8416074431e-19   -1.0493056537e-04    1.7405204660e-19
  76.9000000    5.6342107787e-04   -3.4390261279e-19    1.9282548184e-05    1.3882533263e-19
  77.0000000    6.2171854626e-04   -2.6745621060e-19    1.4277864786e-04    1.6357167190e-19
  77.1000000    6.7333890981e-04   -2.6526935674e-19    2.6407548552e-04    1.4847374486e-19
  77.2000000    7.1776655786e-04   -2.0021059763e-19    3.8173755832e-04    2.0637663042e-19
  77.3000000    7.5454584997e-04   -1.4082587960e-19    4.9439480793e-04    2.6353084468e-19
  77.4000000    7.8328688235e-04   -7.4060279292e-20    6.0075946697e-04    2.3399570312e-19
  77.5000000    8.0367071713e-04   -3.8488136756e-20    6.9964013740e-04    1.1560548341e-19
  77.6000000    8.1545416722e-04    1.6638835464e-20    7.8995428588e-04    7.8971961394e-20
  77.7000000    8.1847396959e-04    7.9243673779e-20    8.7073854600e-04    1.1951026434e-19
  77.8000000    8.1265026828e-04    1.7278552683e-19    9.4115673877e-04    1.4879670037e-19
  77.9000000    7.9798940977e-04    2.8547268243e-19    1.0005052566e-03    4.7004293070e-20
  78.0000000    7.7458604217e-04    2.6902435616e-19    1.0482171141e-03   -2.6334972243e-20
  78.1000000    7.4262437342e-04    3.3364489112e-19    1.0838632608e-03    4.0992176234e-20
  78.2000000    7.0237860179e-04    2.9851340410e-19    1.1071521778e-03    1.4613336908e-20
  78.3000000    6.5421246027e-04    4.2216959585e-19    1.1179284837e-03   -2.2779316068e-20
  78.4000000    5.9857784219e-04    4.6797153180e-19    1.1161703219e-03    4.2892095925e-23
  78.5000000    5.3601257403e-04    4.6935404829e-19    1.1019851356e-03   -4.2230633852e-20
  78.6000000    4.6713723677e-04    5.9948728263e-19    1.0756044960e-03    5.7602502621e-20
  78.7000000    3.9265093218e-04    6.1349929728e-19    1.0373786989e-03   -5.5682876978e-20
  78.8000000    3.1332611700e-04    5.6944955683e-19    9.8777057656e-04   -1.1012450236e-19
  78.9000000    2.3000252198e-04    5.8878419552e-19    9.2734890531e-04   -8.3091890129e-20
  79.0000000    1.4358010693e-04    5.7904442821e-19    8.5678155702e-04   -1.4257342983e-20
  79.1000000    5.5011124309e-05    6.0179559564e-19    7.7682834917e-04   -5.4905142953e-20
  79.2000000   -3.4708718283e-05    6.2359274764e-19    6.8833380839e-04   -1.6907246884e-19
  79.3000000   -1.2454990440e-04    5.3253635368e-19    5.9221974340e-04   -2.4655629564e-20
  79.4000000   -2.1345951355e-04    5.6550027068e-19    4.8947749522e-04   -1.0249783053e-19
  79.5000000   -3.0037226135e-04    5.2615247376e-19    3.8116015516e-04   -6.4839927351e-20
  79.6000000   -3.8422217974e-04    4.8572309476e-19    2.6837446468e-04   -1.2066452108e-19
  79.7000000   -4.6395471839e-04    4.3699262277e-19    1.5227256629e-04    2.1804230768e-20
  79.8000000   -5.3853918540e-04    3.5001562711e-19    3.4043421750e-05   -6.4914946204e-20
  79.9000000   -6.0698141056e-04    2.7181992258e-19   -8.5096115478e-05   -1.5156594535e-19
  80.0000000   -6.6833649964e-04    2.1667941719e-19   -2.0391064463e-04   -9.4683072079e-20
  80.1000000   -7.2172148486e-04    1.5040510102e-19   -3.2115611492e-04   -1.2382782287e-19
  80.2000000   -7.6632772535e-04    4.6763488805e-20   -4.3558998742e-04   -1.5427090198e-19
  80.3000000   -8.0143284068e-04   -4.7325470670e-22   -5.4598159961e-04   -5.9712760443e-20
  80.4000000   -8.2641205150e-04   -1.1190273788e-19   -6.5112286381e-04   -1.1115906694e-19
  80.5000000   -8.4074886613e-04   -1.7790038581e-19   -7.4983947098e-04   -7.4978453853e-20
  80.6000000   -8.4404480354e-04   -1.9779269367e-19   -8.4100188058e-04   -1.7868599468e-19
  80.7000000   -8.3602804946e-04   -2.5785321576e-19   -9.2353631937e-04   -1.2903725568e-19
  80.8000000   -8.1656084001e-04   -3.4634612559e-19   -9.9643600945e-04   -1.9879860431e-19
  80.9000000   -7.8564547311e-04   -4.6678378712e-19   -1.0587719436e-03   -3.9066484243e-20
  81.0000000   -7.4342882692e-04   -4.2213329321e-19   -1.1097031928e-03   -1.0174423156e-19
  81.1000000   -6.9020517766e-04   -5.0875038562e-19   -1.1484872309e-03   -1.4711723776e-19
  81.2000000   -6.2641731982e-04   -5.0600090403e-19   -1.1744895468e-03   -3.5097804643e-20
  81.3000000   -5.5265575626e-04   -6.2876053721e-19   -1.1871923678e-03   -1.4752548430e-19
  81.4000000   -4.6965594466e-04   -6.2514826948e-19   -1.1862029424e-03   -8.3417169790e-20
  81.5000000   -3.7829365882e-04   -6.8043541821e-19   -1.1712607278e-03   -1.2379815591e-19
  81.6000000   -2.7957829703e-04   -6.6556049594e-19   -1.1422431642e-03   -5.9277413161e-20
  81.7000000   -1.7464415238e-04   -6.1312896653e-19   -1.0991705524e-03   -1.2773876531e-19
  81.8000000   -6.4739786913e-05   -6.6265924646e-19   -1.0422097614e-03   -5.8875104190e-20
  81.9000000    4.8784487570e-05   -6.3546410075e-19   -9.7167642400e-04   -6.5858808488e-20
  82.0000000    1.6449096436e-04   -6.6467272825e-19   -8.8803574418e-04   -1.3090998239e-19
  82.1000000    2.8087042612e-04   -6.2047680318e-19   -7.9190150643e-04   -5.9238082183e-20
  82.2000000    3.9635956525e-04   -4.8765858043e-19   -6.8403348569e-04   -5.2856029736e-20
  82.3000000    5.0935966150e-04   -5.0350188656e-19   -5.6533303069e-04   -6.1757485235e-20
  82.4000000    6.1825626694e-04   -4.8636022408e-19   -4.3683678688e-04    1.3013687853e-20
  82.5000000    7.2143965746e-04   -3.9551266136e-19   -2.9970853812e-04   -9.5653825539e-20
  82.6000000    8.1732574961e-04   -2.3479613284e-19   -1.5522880679e-04   -1.1303672589e-19
  82.7000000    9.0437716529e-04   -2.7082748415e-19   -4.7823517793e-06   -1.1396739811e-20
  82.8000000    9.8112420849e-04   -1.4234562463e-19    1.5015605131e-04    1.8143427813e-20
  82.9000000    1.0461855138e-03   -1.6308743104e-19    3.0803769366e-04   -1.2178750716e-20
  83.0000000    1.0982879127e-03   -1.1059479072e-20    4.6725780059e-04    2.2404709387e-20
  83.1000000    1.1362853779e-03    5.0003166361e-20    6.2617490724e-04   -3.9798837700e-20
  83.2000000    1.1591766675e-03    1.2749410666e-19    7.8313147161e-04    1.0488940729e-20
  83.3000000    1.1661214851e-03    1.9348666645e-19    9.3647584096e-04   -2.6171106577e-20
  83.4000000    1.1564548660e-03    2.3390145983e-19    1.0845847271e-03    1.6394986689e-20
  83.5000000    1.1296995794e-03    2.9379880517e-19    1.2258862341e-03   -2.0830339024e-20
  83.6000000    1.0855764438e-03    3.8798985448e-19    1.3588828203e-03    2.7766693534e-22
  83.7000000    1.0240123905e-03    3.8454203512e-19    1.4821738509e-03   -7.1124510879e-20
  83.8000000    9.4514610114e-04    4.4847320590e-19    1.5944772833e-03    3.3625078344e-20
  83.9000000    8.4933105906e-04    5.3205254201e-19    1.6946501110e-03    1.2118142957e-21
  84.0000000    7.3713611845e-04    5.5481253906e-19    1.7817070850e-03   -1.0301595417e-20
