#       time         integral Re         integral Im         integral Re         integral Im
#       r =            16.000000           16.000000           32.000000           32.000000
  27.6000000   -3.8680806812e-04    2.8275373788e-19    1.4659534889e-03   -1.3600171892e-19
  27.7000000   -3.7817715179e-04    2.6496062099e-19    1.4388644468e-03   -8.7419671362e-20
  27.8000000   -3.6992787986e-04    2.8931843110e-19    1.3941427086e-03   -3.6869231534e-20
  27.9000000   -3.6210311500e-04    3.1700546074e-19    1.3334209543e-03   -6.4197214574e-21
  28.0000000   -3.5471020266e-04    3.3377524791e-19    1.2584806559e-03   -1.7322460138e-20
  28.1000000   -3.4772313852e-04    3.4909603907e-19    1.1712064008e-03   -6.6532676461e-21
  28.2000000   -3.4108612884e-04    3.7877228285e-19    1.0735357342e-03    1.1477845951e-20
  28.3000000   -3.3471861366e-04    3.4531593817e-19    9.6741018235e-04   -1.0482735740e-19
  28.4000000   -3.2852114558e-04    3.8558112800e-19    8.5473291167e-04    4.1305491121e-20
  28.5000000   -3.2238260425e-04    3.8136390086e-19    7.3733254545e-04   -1.3626955307e-19
  28.6000000   -3.1618692817e-04    3.6593694906e-19    6.1692925028e-04   -1.3502389416e-20
  28.7000000   -3.0981999535e-04    3.5618442154e-19    4.9510631738e-04    3.3418427643e-20
  28.8000000   -3.0317609628e-04    3.9047054102e-19    3.7329269236e-04   -3.6486489855e-20
  28.9000000   -2.9616366991e-04    3.8495705797e-19    2.5274948111e-04   -3.5387030111e-20
  29.0000000   -2.8870955369e-04    3.5973694451e-19    1.3456335819e-04    2.7956158113e-21
  29.1000000   -2.8076212167e-04    3.5065100582e-19    1.9648419799e-05    3.3096419233e-20
  29.2000000   -2.7229295774e-04    3.8167319294e-19   -9.1246844400e-05    3.0416978338e-20
  29.3000000   -2.6329706394e-04    3.5549558549e-19   -1.9752402601e-04    1.1505927494e-19
  29.4000000   -2.5379231569e-04    3.1788867467e-19   -2.9871752374e-04    5.3662158674e-20
  29.5000000   -2.4381779497e-04    3.3456341803e-19   -3.9446997353e-04    8.8203573017e-21
  29.6000000   -2.3343162231e-04    3.3565190927e-19   -4.8450564750e-04    1.9132380166e-19
  29.7000000   -2.2270809978e-04    3.0527661410e-19   -5.6860292621e-04    9.8752554533e-20
  29.8000000   -2.1173522647e-04    2.5201433444e-19   -6.4657202301e-04    1.7960859984e-19
  29.9000000   -2.0061218197e-04    2.6231393864e-19   -7.1822710783e-04    2.1298402722e-19
  30.0000000   -1.8944737736e-04    2.5115737731e-19   -7.8336069360e-04    9.3069214100e-20
  30.1000000   -1.7835688482e-04    2.2228734222e-19   -8.4172651064e-04    1.0784136103e-19
  30.2000000   -1.6746325257e-04    1.8408373954e-19   -8.9302970957e-04    2.4070541791e-19
  30.3000000   -1.5689489285e-04    1.7071098553e-19   -9.3692176324e-04    5.5720030791e-20
  30.4000000   -1.4678563297e-04    1.6937823268e-19   -9.7300365138e-04    1.7687348965e-19
  30.5000000   -1.3727416865e-04    1.0593932212e-19   -1.0008324298e-03    1.7412355923e-19
  30.6000000   -1.2850378206e-04    7.2126046859e-20   -1.0199408182e-03    3.2745919846e-19
  30.7000000   -1.2062134035e-04    6.0757740509e-20   -1.0298615875e-03    1.2956650975e-19
  30.8000000   -1.1377566585e-04    1.8464713850e-20   -1.0301614956e-03    1.8458680846e-19
  30.9000000   -1.0811538848e-04    1.8187932267e-20   -1.0204703199e-03    2.0973515807e-19
  31.0000000   -1.0378601959e-04   -1.6836780168e-20   -1.0005205931e-03    3.6304247724e-19
  31.1000000   -1.0092631174e-04   -5.1320968572e-20   -9.7018449727e-04    2.1117485157e-19
  31.2000000   -9.9664115545e-05   -9.6541879238e-20   -9.2950567709e-04    2.1551265809e-19
  31.3000000   -1.0011184458e-04   -1.1434674463e-19   -8.7872930222e-04    2.6910472396e-19
  31.4000000   -1.0236184931e-04   -1.3273360549e-19   -8.1832294904e-04    2.1180432544e-19
  31.5000000   -1.0648180892e-04   -1.8457524943e-19   -7.4898812856e-04    2.4903194205e-19
  31.6000000   -1.1251054158e-04   -1.6943933200e-19   -6.7166252794e-04    1.5299322021e-19
  31.7000000   -1.2045450850e-04   -1.9237570527e-19   -5.8751225266e-04    1.1137540264e-20
  31.8000000   -1.3028493721e-04   -2.5893206965e-19   -4.9791355828e-04    1.3766053083e-19
  31.9000000   -1.4193628275e-04   -2.6869173993e-19   -4.0442465669e-04    5.1000609526e-20
  32.0000000   -1.5530556196e-04   -3.1080471146e-19   -3.0874963380e-04    1.7212016260e-19
  32.1000000   -1.7025273150e-04   -3.3476097949e-19   -2.1269528860e-04    9.0526130061e-20
  32.2000000   -1.8660228999e-04   -3.3416858486e-19   -1.1812220588e-04    8.2677263125e-21
  32.3000000   -2.0414586279e-04   -2.8065541019e-19   -2.6894364178e-05    4.1065939301e-20
  32.4000000   -2.2264554646e-04   -3.6904749614e-19    5.9171819525e-05   -6.9349792836e-20
  32.5000000   -2.4183815794e-04   -3.5985028284e-19    1.3835930282e-04   -8.2711357571e-21
  32.6000000   -2.6144006264e-04   -4.0767101321e-19    2.0909649636e-04    1.4945018067e-20
  32.7000000   -2.8115245980e-04   -4.2208809567e-19    2.6999803560e-04   -1.0104529643e-19
  32.8000000   -3.0066674515e-04   -4.2670290223e-19    3.1990283499e-04   -6.1350489946e-21
  32.9000000   -3.1967044675e-04   -5.0158637136e-19    3.5790395921e-04   -1.3097529488e-19
  33.0000000   -3.3785320390e-04   -4.1925938336e-19    3.8336983879e-04   -3.0636403424e-20
  33.1000000   -3.5491259516e-04   -4.2022060620e-19    3.9595830696e-04   -1.0241994259e-19
  33.2000000   -3.7056047323e-04   -4.4706947487e-19    3.9562283387e-04   -1.9810808104e-19
  33.3000000   -3.8452895526e-04   -4.0542725493e-19    3.8261019587e-04   -1.9372778587e-19
  33.4000000   -3.9657595033e-04   -4.2252126015e-19    3.5745174575e-04   -2.1035759664e-19
  33.5000000   -4.0649069170e-04   -3.5775848920e-19    3.2094780005e-04   -1.3682125711e-19
  33.6000000   -4.1409900755e-04   -3.5382163815e-19    2.7414379472e-04   -2.9319858211e-19
  33.7000000   -4.1926753228e-04   -3.6128140704e-19    2.1830242547e-04   -1.6664350445e-19
  33.8000000   -4.2190739383e-04   -3.1496766353e-19    1.5487055659e-04   -1.3282610309e-19
  33.9000000   -4.2197703034e-04   -3.2936841926e-19    8.5441103213e-05   -1.2322443373e-19
  34.0000000   -4.1948372519e-04   -2.8089812647e-19    1.1712182548e-05   -1.3852323671e-19
  34.1000000   -4.1448396588e-04   -2.4317988695e-19   -6.4556187220e-05   -1.2850300210e-19
  34.2000000   -4.0708243782e-04   -2.0243680859e-19   -1.4158643354e-04   -1.5788871708e-19
  34.3000000   -3.9742984649e-04   -1.5581068458e-19   -2.1762748889e-04   -1.6149919695e-19
  34.4000000   -3.8571946512e-04   -1.1071031007e-19   -2.9099805140e-04   -1.4499377228e-19
  34.5000000   -3.7218225462e-04   -7.4390019501e-20   -3.6012770351e-04   -1.1967169620e-19
  34.6000000   -3.5708111815e-04   -6.3115055029e-20   -4.2359532349e-04   -8.9003068066e-20
  34.7000000   -3.4070427171e-04    2.2800081115e-20   -4.8016103564e-04   -1.1391026535e-19
  34.8000000   -3.2335808515e-04    1.4096916806e-20   -5.2879453549e-04   -1.0961125301e-19
  34.9000000   -3.0535966774e-04    2.1101132242e-20   -5.6869670759e-04   -8.5519879856e-20
  35.0000000   -2.8702932857e-04    8.6971942350e-20   -5.9931441327e-04   -1.0894110023e-19
  35.1000000   -2.6868326829e-04    1.2196768905e-19   -6.2034992832e-04   -4.2426273512e-20
  35.2000000   -2.5062705136e-04    1.8905773978e-19   -6.3176061662e-04   -7.2495410452e-20
  35.3000000   -2.3314968282e-04    1.8009822680e-19   -6.3375261514e-04   -3.6228761157e-20
  35.4000000   -2.1651860414e-04    2.0635626491e-19   -6.2676837847e-04   -7.8062649372e-20
  35.5000000   -2.0097561877e-04    2.5726151730e-19   -6.1146742779e-04   -4.5754366989e-20
  35.6000000   -1.8673382721e-04    2.6162405232e-19   -5.8870160604e-04   -8.1650413759e-20
  35.7000000   -1.7397552039e-04    2.3983942190e-19   -5.5948499679e-04   -3.9519235665e-20
  35.8000000   -1.6285113273e-04    2.5623080865e-19   -5.2496082373e-04   -4.7483533533e-20
  35.9000000   -1.5347877448e-04    2.6502522022e-19   -4.8636683633e-04   -1.2741147366e-20
  36.0000000   -1.4594450896e-04    2.7905613767e-19   -4.4499754483e-04   -5.7707915488e-20
  36.1000000   -1.4030312414e-04    2.6352450253e-19   -4.0216661291e-04   -7.8331933720e-20
  36.2000000   -1.3657935494e-04    2.7654457808e-19   -3.5917096330e-04   -6.6702095788e-20
  36.3000000   -1.3476938860e-04    2.7570262410e-19   -3.1725357900e-04   -6.7173239954e-20
  36.4000000   -1.3484249274e-04    2.6870650415e-19   -2.7757271596e-04    3.2577024982e-20
  36.5000000   -1.3674268732e-04    1.9607418684e-19   -2.4117115782e-04   -1.6377446446e-19
  36.6000000   -1.4039048743e-04    2.2600205300e-19   -2.0895156809e-04   -1.2145056445e-19
  36.7000000   -1.4568456139e-04    2.2888895145e-19   -1.8165639570e-04   -1.5567441793e-19
  36.8000000   -1.5250350814e-04    2.1333139733e-19   -1.5985276573e-04   -7.4669997492e-20
  36.9000000   -1.6070759912e-04    2.0484515738e-19   -1.4392311248e-04   -1.2732469726e-19
  37.0000000   -1.7014055249e-04    1.4728496657e-19   -1.3406198464e-04   -1.8182931812e-19
  37.1000000   -1.8063138190e-04    1.5578796486e-19   -1.3027810288e-04   -1.6853296166e-19
  37.2000000   -1.9199642284e-04    1.1707943504e-19   -1.3240155754e-04   -1.9018518999e-19
  37.3000000   -2.0404141980e-04    1.0814292679e-19   -1.4009655369e-04   -2.1643482807e-19
  37.4000000   -2.1656375733e-04    8.5605914264e-20   -1.5287899852e-04   -2.2357752998e-19
  37.5000000   -2.2935485431e-04    7.9122384437e-20   -1.7013801139e-04   -1.6510390474e-19
  37.6000000   -2.4220250356e-04    5.9536912950e-20   -1.9116051746e-04   -2.3255857040e-19
  37.7000000   -2.5489328726e-04   -1.0871433378e-20   -2.1515862468e-04   -1.7446940088e-19
  37.8000000   -2.6721527660e-04   -1.2473420440e-21   -2.4129828303e-04   -1.5066680093e-19
  37.9000000   -2.7896035008e-04   -4.9354615854e-20   -2.6872832223e-04   -2.3170856900e-19
  38.0000000   -2.8992668508e-04   -5.3410237265e-20   -2.9660864499e-04   -2.3459240155e-19
  38.1000000   -2.9992115828e-04   -6.2691676794e-20   -3.2413684161e-04   -1.3925036745e-19
  38.2000000   -3.0876163945e-04   -6.2176387305e-20   -3.5057251995e-04   -1.2117963075e-19
  38.3000000   -3.1627926199e-04   -9.9156914195e-20   -3.7525817401e-04   -1.7536314007e-19
  38.4000000   -3.2232053606e-04   -9.6609791335e-20   -3.9763550346e-04   -1.4627281899e-19
  38.5000000   -3.2674914829e-04   -9.5833102283e-20   -4.1725812367e-04   -6.0314106980e-20
  38.6000000   -3.2944770792e-04   -1.2875219101e-19   -4.3379894749e-04   -8.6235854861e-20
  38.7000000   -3.3031931703e-04   -1.5824476406e-19   -4.4705203663e-04   -3.2656815598e-20
  38.8000000   -3.2928925830e-04   -1.8310770142e-19   -4.5693114004e-04   -5.6172935937e-20
  38.9000000   -3.2630623564e-04   -1.7840579185e-19   -4.6346245694e-04   -4.6723929497e-21
  39.0000000   -3.2134358770e-04   -1.5150614716e-19   -4.6677346860e-04   -3.0111065537e-20
  39.1000000   -3.1440036170e-04   -1.8514958609e-19   -4.6707937978e-04    9.2400976003e-20
  39.2000000   -3.0550223999e-04   -1.7082248951e-19   -4.6466528670e-04    1.5563427246e-19
  39.3000000   -2.9470231973e-04   -1.5327201888e-19   -4.5986628424e-04    8.9080428563e-20
  39.4000000   -2.8208160091e-04   -1.8097148810e-19   -4.5304784264e-04    1.4842431308e-19
  39.5000000   -2.6774919848e-04   -1.7425762596e-19   -4.4458600582e-04    1.8517301951e-19
  39.6000000   -2.5184219598e-04   -1.6254928368e-19   -4.3484901942e-04    1.9008875338e-19
  39.7000000   -2.3452506130e-04   -1.5096869784e-19   -4.2417889440e-04    2.2375121781e-19
  39.8000000   -2.1598859097e-04   -1.2075141087e-19   -4.1287713256e-04    2.3353144214e-19
  39.9000000   -1.9644821354e-04   -1.3078552593e-19   -4.0119369380e-04    2.6794144407e-19
  40.0000000   -1.7614166811e-04   -1.4046780214e-19   -3.8931928010e-04    2.5069176468e-19
  40.1000000   -1.5532595599e-04   -1.2703066436e-19   -3.7738160770e-04    2.9217958551e-19
  40.2000000   -1.3427356734e-04   -8.5239037214e-20   -3.6544512555e-04    2.7094233058e-19
  40.3000000   -1.1326810245e-04   -6.3793593056e-20   -3.5351421618e-04    3.5630040672e-19
  40.4000000   -9.2599172570e-05   -9.6059630367e-20   -3.4154004288e-04    2.6496253257e-19
  40.5000000   -7.2556851420e-05   -7.9533565588e-20   -3.2943006983e-04    2.9509658159e-19
  40.6000000   -5.3425661528e-05   -3.8442080219e-20   -3.1705954284e-04    3.1502274529e-19
  40.7000000   -3.5478439174e-05   -3.1160287856e-20   -3.0428415031e-04    2.9710515730e-19
  40.8000000   -1.8970103840e-05   -4.3815449003e-21   -2.9095368575e-04    3.1671871599e-19
  40.9000000   -4.1316088192e-06    1.4838478756e-20   -2.7692551681e-04    2.6794539225e-19
  41.0000000    8.8355965501e-06    6.2068438819e-20   -2.6207737246e-04    2.5273800590e-19
  41.1000000    1.9764527811e-05    3.1839760232e-20   -2.4631828741e-04    2.4355592705e-19
  41.2000000    2.8526909545e-05    6.9413523775e-20   -2.2959774873e-04    2.4209085022e-19
  41.3000000    3.5036230779e-05    7.9140688110e-20   -2.1191276247e-04    1.8420066014e-19
  41.4000000    3.9249745386e-05    1.0291960166e-19   -1.9331218709e-04    2.2345403529e-19
  41.5000000    4.1169456422e-05    1.1689380635e-19   -1.7389792993e-04    1.7446393488e-19
  41.6000000    4.0841724790e-05    1.3173784030e-19   -1.5382454615e-04    1.1784088260e-19
  41.7000000    3.8355538098e-05    1.5719706825e-19   -1.3329601500e-04    4.6857446811e-20
  41.8000000    3.3839793086e-05    1.8898866363e-19   -1.1256012205e-04   -2.2886797149e-20
  41.9000000    2.7459496954e-05    1.7096111214e-19   -9.1900823178e-05    1.6078077971e-20
  42.0000000    1.9411050238e-05    1.8344087678e-19   -7.1629429347e-05   -8.4810360915e-20
  42.1000000    9.9168367954e-06    2.1665164586e-19   -5.2074433620e-05   -4.3355644642e-20
  42.2000000   -7.8062689970e-07    2.3130305090e-19   -3.3571322435e-05   -7.0536389425e-20
  42.3000000   -1.2424696967e-05    2.5299363336e-19   -1.6451620535e-05   -1.0564757318e-19
  42.4000000   -2.4750811070e-05    2.2124466295e-19   -1.0326310602e-06   -1.3586015165e-19
  42.5000000   -3.7492411790e-05    2.1079624043e-19    1.2392842894e-05   -1.4056934716e-19
  42.6000000   -5.0386571175e-05    2.2348261601e-19    2.3566012042e-05   -1.0265576925e-19
  42.7000000   -6.3179096506e-05    2.2988856345e-19    3.2269923163e-05   -1.5222227902e-19
  42.8000000   -7.5628946130e-05    2.3649391580e-19    3.8336633489e-05   -2.5183039192e-19
  42.9000000   -8.7511951870e-05    2.0403181861e-19    4.1653212931e-05   -2.5537934091e-19
  43.0000000   -9.8623731028e-05    2.4388253696e-19    4.2165815496e-05   -1.9237863594e-19
  43.1000000   -1.0878176008e-04    2.0473202613e-19    3.9882318939e-05   -1.8407153598e-19
  43.2000000   -1.1782660081e-04    1.7623607181e-19    3.4873477835e-05   -1.3543931274e-19
  43.3000000   -1.2562230817e-04    1.6824697164e-19    2.7272765600e-05   -2.5953572086e-19
  43.4000000   -1.3205616906e-04    1.4042116573e-19    1.7274446056e-05   -1.2668555247e-19
  43.5000000   -1.3703772268e-04    1.3308748046e-19    5.1298619299e-06   -1.8146430309e-19
  43.6000000   -1.4049719100e-04    1.3340270946e-19   -8.8566385273e-06   -2.2476790138e-19
  43.7000000   -1.4238347536e-04    1.1482558713e-19   -2.4333832330e-05   -1.4838330386e-19
  43.8000000   -1.4266182890e-04    8.2792697461e-20   -4.0909534679e-05   -1.0407536817e-19
  43.9000000   -1.4131127301e-04    6.0967449906e-20   -5.8159547282e-05   -8.9774593489e-20
  44.0000000   -1.3832207493e-04    4.0915799930e-20   -7.5634902428e-05   -6.2893857306e-20
  44.1000000   -1.3369332210e-04    3.7918632527e-20   -9.2870752075e-05   -7.9934482773e-20
  44.2000000   -1.2743069453e-04   -3.5530036980e-22   -1.0939570918e-04   -3.6390897974e-21
  44.3000000   -1.1954467162e-04   -3.8889484494e-20   -1.2474049826e-04    3.5944455534e-20
  44.4000000   -1.1004923691e-04   -5.3021262079e-20   -1.3844694779e-04    1.7369455218e-20
  44.5000000   -9.8961090953e-05   -8.2338674597e-20   -1.5007746325e-04    9.4772008576e-20
  44.6000000   -8.6299589166e-05   -8.9766449964e-20   -1.5922303780e-04    8.3610873819e-20
  44.7000000   -7.2087123721e-05   -1.0180997099e-19   -1.6551059082e-04    1.9644076099e-19
  44.8000000   -5.6350250072e-05   -1.3137337596e-19   -1.6861041735e-04    1.5167924786e-19
  44.9000000   -3.9121376357e-05   -1.4371143179e-19   -1.6824341964e-04    1.7401726108e-19
  45.0000000   -2.0440756767e-05   -1.4645916371e-19   -1.6418737728e-04    2.7638134567e-19
  45.1000000   -3.5896891904e-07   -1.7728519414e-19   -1.5628293985e-04    2.5311661840e-19
  45.2000000    2.1060492763e-05   -1.5822514691e-19   -1.4443896620e-04    2.0938238554e-19
  45.3000000    4.3738615672e-05   -1.4879299183e-19   -1.2863745512e-04    2.9357661289e-19
  45.4000000    6.7578324722e-05   -1.5864605246e-19   -1.0893760298e-04    2.2803500998e-19
  45.5000000    9.2462234809e-05   -1.9001540851e-19   -8.5479548479e-05    2.4513984467e-19
  45.6000000    1.1825082427e-04   -2.2536913476e-19   -5.8487000716e-05    2.2219158906e-19
  45.7000000    1.4478100186e-04   -1.9963253899e-19   -2.8268513568e-05    2.2488697091e-19
  45.8000000    1.7186509927e-04   -2.0409700826e-19    4.7822893466e-06    2.0855751614e-19
  45.9000000    1.9929073048e-04   -1.4092015180e-19    4.0188160486e-05    2.2481012236e-19
  46.0000000    2.2682125536e-04   -1.0206437567e-19    7.7391792274e-05    1.9287121781e-19
  46.1000000    2.5419688225e-04   -1.2509694728e-19    1.1576140756e-04    2.1396427844e-19
  46.2000000    2.8113656872e-04   -1.1888934586e-19    1.5459825563e-04    1.8190738418e-19
  46.3000000    3.0734036212e-04   -8.4642453570e-20    1.9314629531e-04    1.4164426268e-19
  46.4000000    3.3249227135e-04   -1.3487499831e-19    2.3060394835e-04    9.5841593418e-20
  46.5000000    3.5626363673e-04   -8.7989568114e-20    2.6613715961e-04    4.6555780375e-20
  46.6000000    3.7831698988e-04   -9.4131684150e-20    2.9889499393e-04    7.3605524720e-20
  46.7000000    3.9831022280e-04   -9.1427217612e-20    3.2802645880e-04    4.1572245390e-20
  46.8000000    4.1590102857e-04   -5.1698503737e-20    3.5269914944e-04    1.9171894697e-20
  46.9000000    4.3075159007e-04   -8.3034647691e-20    3.7211806385e-04    3.7949484363e-21
  47.0000000    4.4253333782e-04   -6.7733036402e-20    3.8554445492e-04   -3.2245528997e-20
  47.1000000    4.5093198917e-04   -5.0288935885e-20    3.9231438692e-04   -5.6088568605e-20
  47.2000000    4.5565242870e-04   -2.2597764099e-20    3.9185588851e-04   -1.3967398401e-19
  47.3000000    4.5642364254e-04   -3.1106641486e-20    3.8370551842e-04   -1.3994639479e-19
  47.4000000    4.5300366882e-04   -2.2357348330e-20    3.6752220825e-04   -1.1360341764e-19
  47.5000000    4.4518434599e-04   -1.0417297165e-20    3.4309923553e-04   -1.2095379993e-19
  47.6000000    4.3279585568e-04   -1.3026198446e-20    3.1037341092e-04   -1.3460476279e-19
  47.7000000    4.1571117486e-04   -3.2311185540e-20    2.6943087047e-04   -1.5957089053e-19
  47.8000000    3.9385001337e-04   -1.7863031799e-20    2.2050981669e-04   -1.4087711929e-19
  47.9000000    3.6718243363e-04   -3.6877651146e-20    1.6400024080e-04   -1.5621063570e-19
  48.0000000    3.3573189577e-04   -1.2511473049e-20    1.0044034901e-04   -1.4650947123e-19
  48.1000000    2.9957777344e-04   -2.8115126749e-20    3.0509761622e-05   -2.0981308140e-19
  48.2000000    2.5885735437e-04   -1.5275633735e-20   -4.4980736043e-05   -1.3376229697e-19
  48.3000000    2.1376679213e-04   -2.1282530120e-20   -1.2510187726e-04   -1.0313861417e-19
  48.4000000    1.6456132818e-04   -2.0998079137e-20   -2.0882171629e-04   -7.9753062082e-20
  48.5000000    1.1155449851e-04   -1.8465070765e-20   -2.9502361013e-04   -1.8486808905e-19
  48.6000000    5.5116361482e-05   -4.6738110278e-20   -3.8252617294e-04   -4.1004867661e-20
  48.7000000   -4.3292272584e-06   -1.9783646651e-20   -4.7010514083e-04   -1.4194976651e-19
  48.8000000   -6.6308612865e-05   -5.6385603835e-20   -5.5651633298e-04   -1.0530278316e-19
  48.9000000   -1.3030312069e-04   -4.2870379279e-20   -6.4051932055e-04   -3.0154513158e-20
  49.0000000   -1.9575502474e-04   -2.9720939545e-20   -7.2090146081e-04    4.4625439654e-20
  49.1000000   -2.6207446377e-04   -2.1515457809e-20   -7.9650198064e-04    3.5144417235e-20
  49.2000000   -3.2864723098e-04   -4.7391153335e-20   -8.6623534524e-04   -9.7009204870e-21
  49.3000000   -3.9484321981e-04   -5.9789860033e-20   -9.2911324792e-04    2.6481812221e-20
  49.4000000   -4.6002546319e-04   -5.8568736795e-20   -9.8426508981e-04    7.9966381449e-20
  49.5000000   -5.2355951983e-04   -4.0127119740e-20   -1.0309563016e-03    6.8231024978e-20
  49.6000000   -5.8482325262e-04   -5.0849517269e-20   -1.0686038669e-03    7.7453731645e-20
  49.7000000   -6.4321650417e-04    1.1029089478e-20   -1.0967892839e-03    6.4438994845e-20
  49.8000000   -6.9817059085e-04   -1.2323282998e-20   -1.1152677688e-03    6.9018481342e-20
  49.9000000   -7.4915745970e-04   -1.7697929539e-20   -1.1239742938e-03    1.1807372611e-19
  50.0000000   -7.9569811166e-04   -4.1416933829e-20   -1.1230258118e-03    6.5268672126e-20
  50.1000000   -8.3737015627e-04    2.0750052577e-20   -1.1127194073e-03    1.8654296049e-19
  50.2000000   -8.7381442176e-04   -1.9713140805e-20   -1.0935263465e-03    7.7723583020e-20
  50.3000000   -9.0474030576e-04    6.9875246086e-21   -1.0660832139e-03    1.0352982346e-19
  50.4000000   -9.2992987738e-04    3.0464397775e-20   -1.0311786739e-03    5.9887259957e-20
  50.5000000   -9.4924061048e-04    1.6990872138e-20   -9.8973726140e-04    1.5121311019e-20
  50.6000000   -9.6260655671e-04    6.6412831386e-20   -9.4280059058e-04    8.2533943071e-20
  50.7000000   -9.7003820845e-04    3.2534745832e-20   -8.9150583114e-04    9.8821558681e-20
  50.8000000   -9.7162095008e-04    4.5111915621e-20   -8.3706273498e-04    3.8782605221e-20
  50.9000000   -9.6751200947e-04    7.1811975041e-20   -7.8072835429e-04    3.5001930820e-20
  51.0000000   -9.5793618099e-04    8.3848390780e-20   -7.2378053173e-04   -1.0587024922e-20
  51.1000000   -9.4318051980e-04    5.6163674310e-20   -6.6749141314e-04   -1.4669456802e-20
  51.2000000   -9.2358801377e-04    7.0122490387e-20   -6.1310088222e-04   -9.4937007751e-20
  51.3000000   -8.9955051910e-04    9.3190995006e-20   -5.6179039137e-04    2.5629961067e-20
  51.4000000   -8.7150111683e-04    8.3986184493e-20   -5.1465853021e-04   -1.1855031734e-20
  51.5000000   -8.3990620559e-04    1.1348541796e-19   -4.7269905340e-04   -1.1804771709e-19
  51.6000000   -8.0525735613e-04    1.0472712660e-19   -4.3677953769e-04   -6.4725256538e-20
  51.7000000   -7.6806337273e-04    1.1746870327e-19   -4.0762328874e-04   -1.8768467370e-19
  51.8000000   -7.2884256835e-04    9.6594589342e-20   -3.8579402587e-04   -1.1814000044e-19
  51.9000000   -6.8811558993e-04    8.6655178808e-20   -3.7168410344e-04   -1.9862724190e-19
  52.0000000   -6.4639882700e-04    1.0228751827e-19   -3.6550623452e-04   -1.4252714272e-19
  52.1000000   -6.0419857064e-04    8.7274179571e-20   -3.6728878376e-04   -1.8257205498e-19
  52.2000000   -5.6200591682e-04    8.4187509082e-20   -3.7687530126e-04   -2.1448893111e-19
  52.3000000   -5.2029245976e-04    1.0222369157e-19   -3.9392847272e-04   -2.0206306768e-19
  52.4000000   -4.7950697935e-04    1.0746371177e-19   -4.1793720410e-04   -1.5093031701e-19
  52.5000000   -4.4007285956e-04    8.7423655107e-20   -4.4822756739e-04   -1.6748301541e-19
  52.6000000   -4.0238625985e-04    8.7086430573e-20   -4.8397737110e-04   -1.5709015434e-19
  52.7000000   -3.6681508564e-04    1.4335688365e-19   -5.2423421453e-04   -1.4046466846e-19
  52.8000000   -3.3369859948e-04    6.1974779675e-20   -5.6793627162e-04   -6.5933996031e-20
  52.9000000   -3.0334743345e-04    5.8106725127e-20   -6.1393534937e-04   -6.9668385253e-20
  53.0000000   -2.7604406685e-04    3.8860811249e-20   -6.6102195834e-04   -1.6638843318e-19
  53.1000000   -2.5204335094e-04    1.2951298156e-20   -7.0795154278e-04   -8.5898643801e-20
  53.2000000   -2.3157309774e-04    6.4651707348e-20   -7.5347122595e-04   -6.8778240628e-20
  53.3000000   -2.1483467474e-04    4.2163198630e-20   -7.9634703227e-04   -6.7609007953e-21
  53.4000000   -2.0200311144e-04    3.6513982502e-20   -8.3539016978e-04   -2.4622778553e-20
  53.5000000   -1.9322690861e-04   -2.8313819658e-21   -8.6948195370e-04   -1.4458669443e-20
  53.6000000   -1.8862745169e-04   -5.6719014285e-21   -8.9759663519e-04    1.5863387069e-20
  53.7000000   -1.8829787882e-04   -4.4190256926e-20   -9.1882250782e-04    7.1350669634e-20
  53.8000000   -1.9230138474e-04   -8.2224320369e-20   -9.3237975372e-04   -3.1966026464e-20
  53.9000000   -2.0066897199e-04   -4.6881204298e-20   -9.3763518977e-04    2.7924239494e-20
  54.0000000   -2.1339669474e-04   -7.7839090995e-20   -9.3411364775e-04    9.0241525877e-20
  54.1000000   -2.3044257313e-04   -6.7541258617e-20   -9.2150532104e-04    1.5384311296e-19
  54.2000000   -2.5172327919e-04   -9.2372279882e-20   -8.9966954254e-04    1.5281309873e-19
  54.3000000   -2.7711074170e-04   -1.2689940791e-19   -8.6863444571e-04    8.5846339820e-20
  54.4000000   -3.0642885531e-04   -1.4923539392e-19   -8.2859336978e-04    1.1282663409e-19
  54.5000000   -3.3945054863e-04   -1.2525705562e-19   -7.7989793090e-04    3.5796839629e-19
  54.6000000   -3.7589540243e-04   -1.0953831312e-19   -7.2304791394e-04    1.6138338169e-19
  54.7000000   -4.1542806176e-04   -1.2945664937e-19   -6.5867894804e-04    1.7361065624e-19
  54.8000000   -4.5765752475e-04   -1.0982371237e-19   -5.8754738863e-04    3.1762259534e-19
  54.9000000   -5.0213768942e-04   -1.6365147889e-19   -5.1051459234e-04    1.2383797060e-19
  55.0000000   -5.4836914434e-04   -1.9779413522e-19   -4.2852974531e-04    2.0199079270e-19
  55.1000000   -5.9580222065e-04   -1.2686197780e-19   -3.4261116569e-04    1.6093624010e-19
  55.2000000   -6.4384156823e-04   -1.2801779023e-19   -2.5382797223e-04    1.7857326638e-19
  55.3000000   -6.9185213821e-04   -1.3601543158e-19   -1.6328236991e-04    1.6761065216e-19
  55.4000000   -7.3916654939e-04   -1.5446442147e-19   -7.2090534265e-05    1.4130060283e-19
  55.5000000   -7.8509367860e-04   -1.7742284022e-19    1.8634314663e-05    3.8626850569e-20
  55.6000000   -8.2892842014e-04   -1.6311156612e-19    1.0779571378e-04    4.4102379900e-20
